Price,Date_Place,Brand,Year,New_Car,Engine,Km,Transmission,Gas
€29.850,Limassol,Mazda,2021,CX-5 ,"2,2L",9000,Automatic,Diesel
€34.850,Limassol,Toyota,2019,RAV4 ,"2,0L",17000,Automatic,Petrol
€55.000,Limassol,BMW,2018,7-Series ,"2,0L",35800,Automatic,Plug-In
€7.500,Larnaca,Mercedes-Benz,2010,E-Class ,"2,5L",218116,Automatic,Diesel
€97.500,Limassol,BMW,2019,7-Series ,"3,0L",9800,Automatic,Plug-In
€87.500,Limassol,BMW,2019,7-Series ,"3,0L",15000,Automatic,Plug-In
€37.850,Limassol,Toyota,2020,RAV4 ,"2,5L",18500,Automatic,Hybrid
€11.800,Paphos,Mercedes-Benz,2011,C-Class ,"2,2L",195500,Automatic,Diesel
€22.850,Limassol,Mazda,2018,CX-5 ,"2,2L",83000,Automatic,Diesel
€26.500,Limassol,Mazda,2019,CX-5 ,"2,2L",16000,Automatic,Diesel
€12.700,Larnaca,BMW,2012,5-Series ,"2,0L",243000,Manual,Diesel
€20.500,Lefkosia,Toyota,2018,C-HR ,"1,2L",37650,Automatic,Petrol
€29.000,Lefkosia,Land,2018,Rover Discovery Sport ,"2,0L",52050,Automatic,Diesel
€9.300,Lefkosia,Ford,2008,Ranger ,"2,5L",225900,Manual,Diesel
€39.500,Limassol,BMW,2018,X3 ,"2,0L",60000,Automatic,Diesel
€3.500,Lefkosia,Honda,2003,HR-V ,"1,6L",429000,Manual,Petrol
€2.500,Larnaca,Cars,2005,Other ,"2,0L",200000,Manual,Petrol
€16.200,Lefkosia,Peugeot,2017,2008 ,"1,2L",49950,Automatic,Petrol
€98.000,Paphos,Porsche,1992,911 ,"3,6L",119000,Manual,Petrol
€59.500,Limassol,Land,2021,Rover Range Rover Evoque ,"2,0L",25000,Automatic,Petrol
€14.900,Lefkosia,Lexus,2015,CT ,"1,8L",120000,Automatic,Hybrid
€3.200,Lefkosia,Nissan,2011,Pixo ,"1,0L",99000,Manual,None
€11.950,Paphos,BMW,2012,1-Series ,"1,6L",124000,Automatic,Petrol
€93.900                                                                                                                         ,Limassol,Mercedes-Benz,2019,C-Class ,"4,0L",25072,Automatic,Petrol
€12.700,Larnaca,BMW,2012,5-Series ,"2,0L",243000,Manual,Diesel
€14.900,Lefkosia,Toyota,2018,Vitz ,"1,5L",46000,Automatic,Hybrid
€21.900,Lefkosia,Hyundai,2019,Kona ,"1,6L",50000,Automatic,Diesel
€25.000,Limassol,Cars,1992,Classic ,"6,8L",98000,Automatic,Petrol
€72.000,Lefkosia,BMW,2020,X5 ,"3,0L",79000,Automatic,Diesel
€6.100,Lefkosia,BMW,2006,5-Series ,"2,0L",220000,Automatic,Diesel
€7.000,Lefkosia,Nissan,2013,Note ,"1,2L",263,Automatic,Petrol
€12.000,Lefkosia,BMW,2014,1-Series ,"1,6L",120000,Automatic,Petrol
€35.500,Limassol,Toyota,2019,RAV4 ,"2,5L",75000,Automatic,Hybrid
€248.000,Limassol,Mercedes-Benz,2021,G-Class ,"4,0L",17000,Automatic,Petrol
€14.700,Lefkosia,Mazda,2017,3 ,"2,2L",230000,Automatic,Diesel
€52.500,Limassol,Lexus,2018,RX ,"3,5L",77500,Automatic,Hybrid
€42.000,Lefkosia,BMW,2020,4-Series ,"2,0L",6200,Automatic,Petrol
€52.000,Limassol,Porsche,2016,Cayenne ,"3,0L",158000,Automatic,Diesel
€4.900,Lefkosia,BMW,2005,3-Series ,"2,2L",169500,Automatic,Petrol
€9.900           ,Limassol,Porsche,2000,Boxster ,"2,7L",209000,Automatic,Petrol
€16.900,Limassol,Mercedes-Benz,2012,E-Class ,"3,0L",240000,Automatic,Diesel
€14.500,Limassol,BMW,2009,7-Series ,"3,0L",239000,Automatic,Diesel
€60.000,Limassol,Mercedes-Benz,2016,GLS-Class ,"3,0L",113000,Automatic,Diesel
€4.800,Lefkosia,Toyota,2003,Ist ,"1,2L",490000,Automatic,Petrol
€6.200,Limassol,Mitsubishi,2012,Colt ,"1,3L",142000,Automatic,Petrol
€20.500,Limassol,Smart,2017,Fortwo ,"0,9L",80000,Automatic,Petrol
€4.500,Larnaca,Toyota,2006,Allex ,"1,5L",177000,Automatic,Petrol
€6.500,Limassol,Ford,2012,Focus ,"1,6L",74000,Automatic,Petrol
€4.900,Lefkosia,Mercedes-Benz,2005,CLK-Class ,"2,0L",210000,Automatic,Petrol
€600,Lefkosia,Toyota,1996,Starlet ,"1,5L",200000,Automatic,Petrol
€11.900,Larnaca,Mercedes-Benz,1984,E-Class ,"2,3L",218000,Automatic,Petrol
€39.900,Lefkosia,Toyota,2022,Corolla ,"1,8L",1800,Automatic,Hybrid
€21.500,Lefkosia,Honda,2018,Vezel ,"1,5L",60000,Automatic,Petrol
€19.900,Lefkosia,Nissan,2020,Note e-Power ,"1,2L",20000,Automatic,Electric
€19.900,Lefkosia,Mini,2018,Cooper ,"1,5L",69000,Automatic,Diesel
€3.600,Larnaca,Toyota,2001,Vitz ,"8,0L",273000,Automatic,Petrol
€1.700,Famagusta,Mazda,1999,323 ,"1,4L",280000,Automatic,Petrol
€15.500,Limassol,Nissan,2001,Patrol ,"3,0L",103000,Automatic,Diesel
€4.800,Paphos,Saab,2008,9-3 ,"1,9L",142000,Manual,Diesel
€42.500,Limassol,Land,2013,Rover Range Rover ,"4,4L",116000,Automatic,Diesel
€15.000,Famagusta,Isuzu,2013,Truck ,"5,2L",373714,Automatic,Diesel
€19.900,Larnaca,Suzuki,2019,Xbee ,"1,0L",57000,Automatic,Hybrid
€12.000,Larnaca,Nissan,2012,Qashqai ,"1,6L",142000,Automatic,Petrol
€15.900,Lefkosia,Mazda,2018,Axela ,"2,2L",79000,Manual,Diesel
€1.950,Limassol,Nissan,2006,Micra ,"1,2L",270000,Manual,Petrol
€12.000,Lefkosia,BMW,2012,3-Series ,"2,0L",200000,Automatic,Diesel
€8.999,Limassol,Mazda,2013,Demio ,"1,3L",94000,Automatic,Petrol
€4.000,Lefkosia,Honda,2007,Civic ,"1,3L",11111,Manual,Petrol
€17.500,Lefkosia,Honda,2016,CRV ,"1,6L",80000,Automatic,Diesel
€22.500,Larnaca,Ford,2013,Ranger ,"2,2L",169000,Automatic,Diesel
€6.500,Limassol,Cars,1979,Classic ,"2,0L",1000,Manual,Petrol
€11.000,Larnaca,Honda,1999,Integra ,"1,8L",114000,Manual,Petrol
€6.900,Limassol,Nissan,1998,Skyline ,"2,0L",198000,Automatic,Petrol
€4.999,Paphos,"Opel,",2011,Vauxhall Corsa ,"1,4L",149500,Automatic,Petrol
€26.500,Limassol,Volvo,2017,XC60 ,"2,0L",88000,Automatic,Diesel
€11.400,Larnaca,Nissan,2019,March ,"1,2L",17000,Automatic,Petrol
€8.500,Larnaca,Mercedes-Benz,2006,CLS-Class ,"3,0L",200000,Automatic,Diesel
€14.800,Larnaca,Honda,2018,Fit ,"1,5L",68000,Automatic,Petrol
€1.700,Lefkosia,Ford,1999,Focus ,"1,6L",160000,Manual,Petrol
€6.200,Paphos,Toyota,2008,Passo ,"1,0L",58000,Automatic,Petrol
€40.000,Paphos,BMW,2018,X3 ,"2,0L",94500,Automatic,Diesel
€75.000,Limassol,Mercedes-Benz,2016,V-Class ,"2,2L",200000,Manual,Diesel
€4.500,Lefkosia,Toyota,2007,Aygo ,"1,0L",240000,Manual,Petrol
€14.800,Famagusta,Nissan,2019,Note e-Power ,"1,2L",40000,Automatic,Hybrid
€4.500,Larnaca,Chevrolet,2008,Captiva ,"2,1L",160000,Manual,Petrol
€6.700,Lefkosia,Suzuki,2006,Grand Vitara ,"2,0L",199300,Automatic,Petrol
€11.500,Limassol,Nissan,2011,Juke ,"1,6L",135000,Automatic,Petrol
€54.800,Limassol,Ford,2022,Ranger ,"2,0L",18000,Automatic,Diesel
€13.999,Lefkosia,Suzuki,2018,Vitara ,"1,6L",31000,Manual,Petrol
€23.000,Lefkosia,Audi,2018,A4 ,"1,4L",115479,Automatic,Petrol
€25.995,Lefkosia,Mercedes-Benz,1981,SL-Class ,"3,8L",270000,Automatic,Petrol
€34.000,Limassol,Jaguar,2017,F-Pace ,"2,0L",128000,Automatic,Diesel
€55.000,Larnaca,BMW,2015,X5 ,"3,0L",180000,Automatic,Diesel
€2.000,Limassol,Suzuki,2006,Alto ,"1,0L",102000,Manual,Petrol
€12.500,Paphos,BMW,2012,5-Series ,"2,0L",263000,Automatic,Diesel
€8.000,Lefkosia,Mercedes-Benz,2008,E-Class ,"1,8L",209000,Automatic,Petrol
€10.900,Paphos,Land,2008,Rover Range Rover Sport ,"2,7L",165000,Automatic,Diesel
€31.500,Larnaca,BMW,2019,X2 ,"2,0L",80000,Automatic,Petrol
€2.500,Limassol,BMW,2001,3-Series ,"6,0L",180000,Manual,Petrol
€14.000,Paphos,Nissan,1999,Patrol ,"2,8L",176000,Manual,Diesel
€15.000,Paphos,Mercedes-Benz,2011,E-Class ,"2,2L",160000,Automatic,Diesel
€99.000,Larnaca,Porsche,2019,Cayenne ,"2,9L",54000,Automatic,Petrol
€9.500,Larnaca,Audi,2012,A3 ,"1,4L",185000,Automatic,Petrol
€600,Larnaca,"Opel,",2004,Vauxhall Astra ,"1,6L",48000,Manual,Petrol
€5.300,Paphos,Suzuki,2008,SX4 ,"1,5L",116000,Automatic,Petrol
€9.700           ,Limassol,Ford,2017,Focus ,"1,0L",97000,Manual,Petrol
€99.900,Limassol,Land,2021,Rover Range Rover Sport ,"3,0L",15000,Automatic,Diesel
€35.000,Lefkosia,Mitsubishi,2020,Pajero ,"3,2L",56000,Automatic,Diesel
€4.000,Famagusta,Peugeot,2004,307 ,"1,6L",235000,Manual,Petrol
€40.000,Paphos,Jaguar,2018,F-Pace ,"2,1L",51000,Automatic,Diesel
€15.200,Lefkosia,Nissan,2014,Qashqai ,"1,5L",171000,Manual,Diesel
€103.000,Limassol,Land,2020,Rover Range Rover Sport ,"3,0L",40000,Automatic,Diesel
€10.500,Lefkosia,Mazda,2015,2 ,"1,5L",129900,Manual,Petrol
€26.500,Paphos,Mazda,2019,CX-3 ,"2,0L",17000,Automatic,Petrol
€4.200,Lefkosia,Toyota,2005,Ist ,"1,3L",227000,Automatic,Petrol
€37.950,Paphos,BMW,2015,X6 ,"3,0L",140000,Automatic,Diesel
€57.000,Paphos,Audi,2019,A8 ,"3,0L",49890,Automatic,Petrol
€4.000,Limassol,Suzuki,2006,Swift ,"1,5L",200000,Manual,Petrol
€29.800,Limassol,Audi,2014,A7 ,"3,0L",130000,Automatic,Diesel
€26.900,Limassol,Maserati,2015,Ghibli ,"3,0L",108000,Automatic,Diesel
€18.400,Larnaca,Peugeot,2019,2008 ,"1,2L",47000,Automatic,Petrol
€3.000,Larnaca,Nissan,2007,Micra ,"1,2L",215000,Manual,Petrol
€18.200,Limassol,Honda,2016,Vezel ,"1,5L",68000,Automatic,Petrol
€2.800,Limassol,Toyota,2000,Yaris ,"1,2L",201000,Automatic,Petrol
€24.000,Paphos,BMW,2014,4-Series ,"2,0L",74211,Manual,Petrol
€5.000,Famagusta,Suzuki,2008,Grand Vitara ,"1,6L",206500,Manual,Petrol
€34.800,Limassol,BMW,2018,4-Series ,"3,0L",49000,Automatic,Diesel
€28.000,Limassol,Jeep,2022,Renegade ,"1,4L",6500,Automatic,Diesel
€27.000,Lefkosia,BMW,2014,3-Series ,"3,0L",140000,Automatic,Diesel
€6.000,Lefkosia,Fiat,2011,500 ,"1,2L",92588,Automatic,Petrol
€3.800,Lefkosia,Nissan,2005,Note ,"1,4L",266000,Automatic,Petrol
€16.000,Paphos,Toyota,2015,RAV4 ,"2,0L",125,Manual,Diesel
€7.500,Larnaca,Nissan,2012,NV200 ,"1,6L",150662,Manual,Petrol
€6.900,Larnaca,"Opel,",2014,Vauxhall Corsa ,"1,2L",153115,Manual,Petrol
€11.800,Lefkosia,Toyota,2018,Vitz ,"1,0L",88000,Automatic,Petrol
€5.600,Limassol,BMW,2006,5-Series ,"2,0L",218000,Automatic,Diesel
€32.500,Lefkosia,Mercedes-Benz,2015,M-Class ,"3,0L",119000,Automatic,Diesel
€9.000,Larnaca,BMW,2008,1-Series ,"2,0L",176000,Automatic,Diesel
€27.000,Lefkosia,Audi,2009,S4 ,"3,0L",198000,Manual,Petrol
€3.700,Lefkosia,Mercedes-Benz,2005,E-Class ,"2,2L",198000,Automatic,Diesel
€34.500,Paphos,Mercedes-Benz,2017,C-Class ,"2,2L",126000,Automatic,Diesel
€77.900,Limassol,BMW,2020,X5 ,"3,0L",45000,Automatic,Diesel
€64.800,Lefkosia,Mercedes-Benz,2019,S-Class ,"3,0L",41842,Automatic,Diesel
€19.500,Larnaca,Audi,2016,Q3 ,"1,4L",133000,Automatic,Petrol
€6.200,Larnaca,Subaru,2006,Forester ,"2,0L",290000,Manual,Petrol
€117.000,Limassol,Mercedes-Benz,2017,AMG GT ,"4,0L",55000,Automatic,Petrol
€19.900,Limassol,Toyota,2018,Corolla ,"1,8L",78000,Automatic,Hybrid
€38.900,Limassol,BMW,2015,X6 ,"3,0L",125000,Automatic,Diesel
€38.000,Limassol,Subaru,2004,Impreza ,"2,0L",80000,Manual,Petrol
€31.000,Lefkosia,Chevrolet,2005,Corvette ,"6,0L",75660,Manual,Petrol
€7.500,Larnaca,Nissan,2012,NV200 ,"1,6L",163119,Manual,Petrol
€11.500,Limassol,Mercedes-Benz,2010,E-Class ,"2,2L",250000,Automatic,Diesel
€52.900,Paphos,Land,2019,Rover Range Rover Velar ,"2,0L",45000,Automatic,Diesel
€8.000,Lefkosia,BMW,2008,3-Series ,"2,0L",165000,Automatic,Petrol
€22.900,Larnaca,Toyota,2014,Hilux ,"3,0L",195000,Manual,Diesel
€120.000,Limassol,Mercedes-Benz,2017,AMG GT ,"4,0L",85295,Automatic,Petrol
€7.400,Limassol,Mazda,2013,Demio ,"1,4L",190000,Automatic,Petrol
€14.500,Paphos,Smart,2016,Forfour ,"0,9L",37000,Automatic,Petrol
€99.900,Limassol,Mercedes-Benz,2020,GLS-Class ,"3,0L",65000,Automatic,Diesel
€7.000,Larnaca,Mercedes-Benz,2007,E-Class ,"1,8L",217000,Automatic,Petrol
€6.850,Paphos,Mazda,2010,Demio ,"1,5L",224000,Automatic,Petrol
€5.800,Lefkosia,Toyota,2006,Corolla ,"1,6L",91000,Manual,Petrol
€22.500,Lefkosia,Mercedes-Benz,2013,E-Class ,"3,0L",225000,Automatic,Diesel
€4.600,Paphos,Toyota,2003,Vitz ,"1,3L",230000,Automatic,Petrol
€27.995,Lefkosia,Mercedes-Benz,2018,GLA-Class ,"2,1L",64000,Automatic,Diesel
€67.900,Lefkosia,Jeep,2023,Wrangler ,"2,0L",85,Automatic,Petrol
€22.900,Paphos,Peugeot,2018,3008 ,"1,6L",220000,Automatic,Diesel
€17.300,Lefkosia,Volkswagen,2019,Golf ,"1,5L",90439,Manual,Petrol
€22.500,Lefkosia,Mercedes-Benz,2017,C-Class ,"1,6L",122950,Automatic,Petrol
€23.950,Limassol,Nissan,2017,X-Trail ,"2,0L",49698,Automatic,Petrol
€31.950,Limassol,Mercedes-Benz,2019,GLA-Class ,"2,0L",71583,Automatic,Petrol
€35.000,Lefkosia,Jeep,2017,Grand Cherokee ,"3,0L",90289,Automatic,Diesel
€16.950,Limassol,Nissan,2019,Note e-Power ,"1,2L",41121,Automatic,Hybrid
€34.000,Lefkosia,Jaguar,2020,XF ,"2,0L",10358,Automatic,Diesel
€11.400,Lefkosia,Skoda,2018,Octavia ,"1,0L",82468,Manual,Petrol
€8.500,Lefkosia,Fiat,2018,Panda ,"1,2L",92293,Manual,Petrol
€15.500,Lefkosia,Citroen,2016,Picasso ,"1,6L",76641,Automatic,Diesel
€14.500,Lefkosia,Mazda,2015,Axela ,"1,5L",41500,Automatic,Petrol
€9.000,Limassol,Honda,2010,CR-Z ,"1,5L",207000,Automatic,Hybrid
€6.000,Larnaca,BMW,2008,3-Series ,"1,6L",211813,Automatic,Petrol
€14.500,Lefkosia,Suzuki,2015,SX4 ,"1,6L",116000,Automatic,Petrol
€9.900           ,Paphos,Ford,2017,Focus ,"1,0L",101806,Manual,Petrol
€9.900           ,Limassol,Ford,2017,Focus ,"1,0L",47000,Manual,Petrol
€5.150,Paphos,Ford,2012,Fiesta ,"1,2L",157610,Manual,Petrol
€9.900           ,Limassol,Ford,2017,Focus ,"1,0L",102438,Manual,Petrol
€6.900,Limassol,"Opel,",2014,Vauxhall Corsa ,"1,2L",105000,Manual,Petrol
€9.500,Limassol,"Opel,",2015,Vauxhall Insignia ,"2,0L",100691,Manual,Diesel
€7.500,Paphos,Nissan,2012,NV200 ,"1,6L",202000,Manual,Petrol
€20.900,Limassol,Audi,2015,Q3 ,"1,4L",96000,Automatic,Petrol
€21.800,Lefkosia,Toyota,2020,Raize ,"1,0L",22000,Automatic,Petrol
€5.800,Paphos,Nissan,2009,Note ,"1,5L",190456,Manual,Diesel
€10.000,Paphos,Suzuki,2017,Alto ,"0,6L",25868,Automatic,Hybrid
€12.500,Limassol,Toyota,2007,Hilux ,"2,5L",170000,Manual,Diesel
€2.860,Lefkosia,Ford,2007,Fiesta ,"1,5L",169580,Manual,Diesel
€20.500,Paphos,BMW,2015,5-Series ,"2,0L",110000,Automatic,Diesel
€12.500,Limassol,BMW,2008,3-Series ,"3,0L",177000,Automatic,Petrol
€22.450,Limassol,Toyota,2021,Yaris ,"1,5L",5000,Automatic,Petrol
€3.900,Larnaca,Volkswagen,2007,Polo ,"1,4L",157000,Automatic,Petrol
€21.500,Lefkosia,BMW,2013,6-Series ,"3,0L",108000,Automatic,Diesel
€27.900,Lefkosia,Mercedes-Benz,2016,C-Class ,"2,2L",51000,Automatic,Diesel
€27.900,Lefkosia,Land,2016,Rover Discovery Sport ,"2,0L",105000,Automatic,Diesel
€9.000,Paphos,BMW,2004,X5 ,"3,0L",280000,Automatic,Diesel
€25.500,Paphos,BMW,2018,3-Series ,"2,1L",91000,Automatic,Diesel
€43.200,Paphos,Land,2015,Rover Range Rover Sport ,"3,0L",100000,Automatic,Diesel
€1.000,Lefkosia,Seat,2001,Ibiza ,"1,4L",80000,Manual,Petrol
€2.700,Paphos,Audi,2002,TT ,"1,8L",224000,Manual,Petrol
€22.500,Famagusta,Mercedes-Benz,2017,A-Class ,"1,6L",102000,Automatic,Petrol
€5.300,Paphos,Toyota,2012,Aygo ,"1,0L",136000,Manual,Petrol
€4.000,Limassol,Toyota,2002,Vitz ,"1,3L",235000,Automatic,Petrol
€7.400,Larnaca,BMW,2006,5-Series ,"2,0L",167000,Automatic,Diesel
€70.000,Larnaca,Audi,2009,R8 ,"4,2L",111000,Manual,Petrol
€5.250,Lefkosia,Chevrolet,2010,Cruze ,"2,0L",165000,Manual,Diesel
€10.500,Limassol,Nissan,2011,Juke ,"1,6L",135000,Automatic,Petrol
€10.300,Limassol,Mazda,2014,Premacy ,"2,0L",79000,Automatic,Petrol
€12.900,Lefkosia,Volkswagen,2015,Beetle ,"1,6L",120000,Manual,Diesel
€16.500,Lefkosia,"Opel,",2018,Vauxhall Insignia ,"1,6L",83000,Automatic,Diesel
from €28.000                               New to order,Lefkosia,Renault,2022,Kadjar Techno ,"1,3L",0,Automatic,Petrol
€42.000,Limassol,Mercedes-Benz,2017,C-Class ,"2,0L",68000,Automatic,Petrol
€55.000,Limassol,Land,2014,Rover Range Rover Vogue ,"3,0L",79000,Automatic,Diesel
€19.999,Limassol,Mercedes-Benz,2014,E-Class ,"3,0L",144000,Automatic,Diesel
€32.000,Limassol,Mercedes-Benz,2015,CLC-Class ,"2,0L",65000,Manual,Diesel
€29.000,Larnaca,Mercedes-Benz,2017,C-Class ,"2,1L",74500,Automatic,Diesel
€110.000,Limassol,BMW,2022,M3 ,"3,0L",9000,Automatic,Petrol
€29.750,Limassol,BMW,2018,X2 ,"1,5L",23000,Automatic,Petrol
€17.450,Limassol,Peugeot,2019,2008 ,"1,2L",29000,Automatic,Petrol
€30.000,Paphos,Land,2015,Rover Discovery Sport ,"2,0L",170000,Automatic,Diesel
€3.400,Paphos,Honda,2006,Jazz ,"1,3L",230000,Manual,Petrol
€45.000,Lefkosia,Porsche,2005,911 ,"3,8L",9700,Manual,Petrol
€6.000,Paphos,Ford,2010,Fiesta ,"1,5L",200000,Manual,Diesel
€4.800,Lefkosia,"Opel,",2008,Vauxhall Corsa ,"1,3L",12345,Manual,Diesel
€3.999,Larnaca,Suzuki,2005,Swift ,"1,2L",233333,Manual,Petrol
€5.200,Lefkosia,Mercedes-Benz,2009,B-Class ,"1,5L",150000,Automatic,Petrol
€98.000,Limassol,Mercedes-Benz,2022,GLE-Class ,"3,0L",7900,Automatic,Diesel
€11.999,Limassol,Mazda,2015,Demio ,"1,3L",70000,Automatic,Petrol
€7.000,Larnaca,Mercedes-Benz,2006,M-Class ,"3,0L",260000,Automatic,Diesel
€33.000,Lefkosia,Mercedes-Benz,2016,C-Class ,"2,2L",90000,Automatic,Diesel
€24.999,Limassol,Ford,2016,Ranger ,"3,2L",129000,Manual,Diesel
€12.750,Limassol,Toyota,2019,Vitz ,"1,0L",39000,Automatic,Petrol
€3.500,Lefkosia,BMW,2007,3-Series ,"2,0L",124000,Automatic,Petrol
€15.000,Limassol,KIA,2016,Sportage ,"1,6L",90000,Manual,Petrol
€4.500,Lefkosia,Mercedes-Benz,2002,E-Class ,"2,2L",320000,Automatic,Diesel
€23.500,Lefkosia,Mazda,2019,3 ,"1,8L",75000,Automatic,Diesel
€1.700,Lefkosia,Volkswagen,1999,Golf ,"1,4L",400000,Manual,Petrol
€800,Paphos,Mitsubishi,1999,Mirage ,"1,5L",243800,Automatic,Petrol
€15.500,Lefkosia,Audi,2014,A1 ,"1,4L",79699,Automatic,Petrol
€7.000,Limassol,Lexus,2005,IS ,"2,2L",265000,Manual,Diesel
€4.750,Limassol,BMW,2005,1-Series ,"1,6L",180000,Manual,Petrol
€13.400,Limassol,Mazda,2013,Atenza ,"2,0L",75000,Automatic,Diesel
€17.000,Lefkosia,Mazda,2016,CX-3 ,"1,5L",75000,Automatic,Diesel
€15.900,Larnaca,Suzuki,2020,Swift ,"1,2L",6700,Automatic,Petrol
€12.900,Larnaca,Nissan,2019,Note ,"1,2L",12300,Automatic,Petrol
€26.500,Famagusta,Peugeot,2019,3008 ,"2,0L",47800,Automatic,Diesel
€9.500,Lefkosia,Honda,2013,Fit ,"1,3L",105000,Automatic,Petrol
€24.000,Limassol,BMW,2015,4-Series ,"2,0L",117600,Automatic,Diesel
€37.000,Limassol,Audi,2018,A7 ,"3,0L",140000,Automatic,Diesel
€35.000,Limassol,Lexus,2018,NX ,"2,5L",130000,Automatic,Hybrid
€28.000,Paphos,Mercedes-Benz,2017,C-Class ,"2,2L",165000,Automatic,Diesel
€44.000,Lefkosia,Land,2021,Rover Discovery Sport ,"2,0L",42000,Automatic,Diesel
€7.800,Limassol,KIA,2016,Rio ,"1,4L",52000,Manual,Petrol
€2.000,Lefkosia,Chevrolet,2009,Matiz ,"1,0L",100000,Manual,Petrol
€32.900,Limassol,BMW,2017,5-Series ,"2,0L",32000,Automatic,Diesel
€32.900,Limassol,Mercedes-Benz,2014,S-Class ,"2,0L",126000,Automatic,Diesel
€59.900,Limassol,Jaguar,2019,XJ ,"3,0L",41900,Automatic,Diesel
€13.200,Lefkosia,Mitsubishi,2010,L200 ,"2,5L",260000,Automatic,Diesel
€6.000,Larnaca,Cars,1979,Classic ,"2,0L",28000,Manual,Petrol
€22.900,Limassol,"Opel,",2015,Vauxhall Astra ,"2,0L",37000,Manual,Petrol
€55.000,Limassol,Ford,2018,Mustang ,"5,0L",53290,Automatic,Petrol
€1.500,Paphos,Jaguar,2002,X-Type ,"2,1L",200000,Automatic,Petrol
€1.900,Larnaca,Toyota,1999,Corolla ,"1,6L",368000,Automatic,Petrol
€9.800,Larnaca,Nissan,2019,March ,"1,2L",79000,Automatic,Petrol
€11.900,Larnaca,Nissan,2018,Note ,"1,2L",79000,Automatic,Petrol
€25.000,Limassol,Maserati,2002,GranTurismo ,"4,2L",112000,Manual,Petrol
€32.000,Limassol,Mercedes-Benz,2017,E-Class ,"2,0L",160000,Automatic,Diesel
€36.800,Lefkosia,Volvo,2018,XC60 ,"2,0L",52000,Automatic,Diesel
€69.000,Paphos,Land,2018,Rover Range Rover Sport ,"3,0L",87000,Automatic,Diesel
€72.499,Limassol,BMW,2019,8-Series ,"3,0L",33000,Automatic,Petrol
€14.500,Lefkosia,Mercedes-Benz,2010,E-Class ,"3,0L",246000,Automatic,Diesel
€11.500                    ,Larnaca,Mitsubishi,2008,L200 ,"3,2L",146050,Manual,Diesel
€6.900,Limassol,Ford,2013,Mondeo ,"1,6L",185000,Manual,Diesel
€12.400,Lefkosia,Dacia,2018,Duster ,"1,5L",51000,Manual,Diesel
€12.000,Famagusta,Mazda,2015,Demio ,"1,3L",74000,Automatic,Diesel
€8.900,Larnaca,Nissan,2019,Micra ,"1,0L",94000,Manual,Petrol
€95.000,Lefkosia,Audi,2019,Q8 ,"3,0L",64000,Automatic,Diesel
€9.990,Limassol,Toyota,2010,IQ ,"1,3L",190000,Automatic,Petrol
€12.000,Limassol,Mercedes-Benz,2009,E-Class ,"2,2L",113500,Automatic,Diesel
€5.950,Limassol,Ford,2009,S-MAX ,"2,0L",220000,Automatic,Diesel
€2.990,Lefkosia,Cars,1983,Classic ,"2,3L",270467,Manual,Petrol
€7.200,Famagusta,Mitsubishi,1998,L200 ,"2,5L",300000,Manual,Diesel
€13.500,Limassol,BMW,2011,X1 ,"1,9L",124000,Automatic,Petrol
€25.000,Paphos,Mercedes-Benz,2017,C-Class ,"2,2L",150000,Automatic,Diesel
€14.500,Limassol,"Opel,",2017,Vauxhall Mokka ,"1,6L",50000,Automatic,Diesel
€5.500,Paphos,Isuzu,1999,Trooper ,"3,0L",300000,Manual,Diesel
€5.400,Larnaca,Honda,2009,Insight ,"1,3L",199500,Automatic,Hybrid
€2.700,Lefkosia,Honda,2003,Accord ,"2,0L",131175,Manual,Petrol
€7.400,Limassol,BMW,2007,3-Series ,"2,0L",151745,Automatic,Diesel
€16.300,Limassol,Jeep,2016,Renegade ,"1,4L",95000,Manual,Petrol
€10.000,Lefkosia,Audi,2007,TT ,"2,0L",155000,Automatic,Petrol
€20.900,Lefkosia,Mercedes-Benz,2014,M-Class ,"2,5L",195000,Automatic,Diesel
€2.200,Limassol,Suzuki,2005,Alto ,"0,7L",180000,Manual,Petrol
€42.900,Larnaca,Mercedes-Benz,2016,GLE-Class ,"3,0L",89300,Automatic,Diesel
€6.500,Limassol,Mercedes-Benz,2004,SLK-Class ,"2,0L",144450,Automatic,Petrol
€6.250,Lefkosia,Suzuki,2009,Swift ,"1,3L",182000,Automatic,Petrol
€11.500,Limassol,Mitsubishi,2001,Pajero ,"3,2L",155300,Automatic,Diesel
€4.500,Larnaca,Peugeot,2007,207 ,"1,4L",114657,Manual,Petrol
€3.900,Paphos,Honda,2006,HR-V ,"1,6L",128000,Automatic,Petrol
€19.600,Larnaca,Toyota,2014,RAV4 ,"2,2L",125000,Automatic,Diesel
€11.500,Larnaca,Honda,2016,Fit ,"1,3L",94000,Automatic,Petrol
€16.850,Limassol,Mazda,2020,2 ,"1,5L",17500,Automatic,Diesel
€19.850,Limassol,Mazda,2019,CX-3 ,"1,8L",28500,Automatic,Diesel
€8.500,Limassol,Audi,2009,A5 ,"2,0L",137000,Manual,Petrol
€7.500,Limassol,Mercedes-Benz,2006,SLK-Class ,"1,8L",260000,Automatic,Petrol
€14.800,Limassol,Fiat,2014,Abarth 500 ,"1,4L",57000,Automatic,Petrol
€5.000,Larnaca,Mazda,1998,MX5 ,"1,6L",250000,Automatic,Petrol
€55.500,Limassol,BMW,2018,7-Series ,"3,0L",64000,Automatic,Diesel
