Price,Date_Place,Brand,Year,New_Car,Engine,Km,Transmission,Gas
€1.200,Limassol,Nissan,1994,Sunny ,"1,4L",230600,Manual,Petrol
€11.500,Lefkosia,Fiat,2014,500L ,"1,3L",169000,Automatic,Diesel
€14.700,Limassol,Smart,2016,Fortwo ,"0,9L",60000,Automatic,Petrol
€28.000,Limassol,Mercedes-Benz,2016,E-Class ,"2,0L",97000,Automatic,Diesel
€7.500,Larnaca,Mercedes-Benz,2007,S-Class ,"3,0L",250000,Automatic,Diesel
€11.000,Lefkosia,Volkswagen,2011,Golf ,"1,4L",189000,Automatic,Petrol
€19.900,Limassol,Cars,1973,Classic ,"6,8L",100000,Automatic,Petrol
€13.250,Lefkosia,BMW,2009,X3 ,"2,0L",140000,Automatic,Diesel
€7.800,Limassol,Volkswagen,2011,Golf ,"1,2L",171000,Automatic,Petrol
€1.350,Lefkosia,Volkswagen,2001,Golf ,"1,4L",145000,Manual,Petrol
€3.900,Paphos,Renault,2006,Megane ,"1,6L",98000,Manual,Petrol
€2.000,Limassol,BMW,2002,3-Series ,"1,8L",120000,Manual,Petrol
€9.800,Larnaca,BMW,2004,3-Series ,"2,2L",160000,Manual,Petrol
€19.000,Limassol,Cars,1989,Classic ,"2,3L",300000,Automatic,Petrol
€3.850,Lefkosia,Mercedes-Benz,2005,E-Class ,"1,8L",300000,Automatic,Petrol
€15.900,Limassol,Mazda,2019,Demio ,"1,5L",38791,Automatic,Petrol
€6.500,Lefkosia,BMW,2005,X5 ,"3,0L",184000,Automatic,Diesel
€17.200,Famagusta,Nissan,2016,Juke ,"1,5L",81540,Manual,Diesel
€4.400,Larnaca,Mini,2005,Cooper ,"1,6L",158500,Automatic,Petrol
€127.000,Limassol,BMW,2022,M3 ,"3,0L",109,Automatic,Petrol
€14.400,Larnaca,Mazda,2018,Demio ,"1,3L",59950,Automatic,Petrol
€4.400,Larnaca,Toyota,2001,Vitz ,"1,5L",154000,Manual,Petrol
€9.800,Paphos,Honda,1993,Integra ,"1,8L",200000,Manual,Petrol
€17.350,Lefkosia,Nissan,2012,Navara ,"2,5L",170000,Manual,Diesel
€26.500,Limassol,Toyota,2019,C-HR ,"1,8L",54000,Automatic,Hybrid
€21.800,Limassol,Mazda,2018,CX-3 ,"1,8L",61000,Automatic,Diesel
€10.990,Lefkosia,Mercedes-Benz,1997,C-Class ,"2,3L",240000,Automatic,Petrol
€3.000,Lefkosia,Audi,2008,A3 ,"1,4L",225000,Manual,Petrol
€550,Lefkosia,Volkswagen,2002,Golf ,"1,6L",150000,Manual,Petrol
€19.000,Lefkosia,BMW,2016,3-Series ,"1,5L",48000,Automatic,Petrol
€19.200,Limassol,Jeep,2019,Renegade ,"1,6L",90000,Automatic,Diesel
€19.000,Lefkosia,BMW,2019,1-Series ,"1,5L",55000,Automatic,Petrol
€14.000,Lefkosia,Mercedes-Benz,2010,E-Class ,"1,7L",145000,Automatic,Petrol
€5.300,Limassol,Volkswagen,2009,Tiguan ,"1,4L",217000,Manual,Petrol
€49.000,Lefkosia,Jeep,2015,Wrangler ,"2,8L",103000,Automatic,Diesel
€38.900,Lefkosia,Mercedes-Benz,2018,GLC-Class ,"2,1L",67000,Automatic,Diesel
€4.500,Limassol,Mercedes-Benz,2003,CLK-Class ,"1,8L",230000,Manual,Petrol
€52.000,Lefkosia,Maserati,2017,Levante ,"3,0L",98000,Automatic,Diesel
€7.000,Lefkosia,Mazda,2003,RX8 ,"1,3L",90000,Manual,Petrol
€14.000,Limassol,Mercedes-Benz,2012,E-Class ,"2,1L",423000,Automatic,Diesel
€9.100,Paphos,BMW,2010,3-Series ,"2,0L",268000,Manual,Diesel
€14.200,Larnaca,BMW,2012,X1 ,"2,0L",90017,Automatic,Diesel
€1.953,Limassol,BMW,1992,3-Series ,"1,8L",300000,Manual,Petrol
€17.000,Larnaca,Nissan,2016,Qashqai ,"1,5L",135000,Manual,Diesel
€27.999,Limassol,BMW,2016,4-Series ,"3,0L",160000,Automatic,Diesel
€29.999,Limassol,Mercedes-Benz,2019,GLA-Class ,"2,2L",59000,Automatic,Diesel
€1.400,Lefkosia,Nissan,2005,Pulsar ,"1,4L",10000,Automatic,Petrol
€42.000,Larnaca,Audi,2019,Q5 ,"3,0L",53000,Automatic,Diesel
€47.500,Limassol,Lexus,2017,RX ,"3,5L",75000,Automatic,Hybrid
€11.300,Lefkosia,Mercedes-Benz,2008,C-Class ,"1,8L",219000,Automatic,Petrol
€19.500,Limassol,Cars,1983,Classic ,"1,5L",103000,Manual,Petrol
€18.500,Limassol,Mazda,2018,Axela ,"1,5L",52545,Automatic,Diesel
€21.900,Limassol,Land,2013,Rover Range Rover Evoque ,"2,2L",190000,Automatic,Diesel
€46.900,Larnaca,Audi,2018,Q7 ,"3,0L",85000,Automatic,Diesel
€11.900,Lefkosia,Audi,2009,Q5 ,"2,0L",250000,Manual,Diesel
€11.500,Limassol,Nissan,2020,March ,"1,2L",20586,Automatic,Petrol
€6.450,Lefkosia,Mercedes-Benz,2007,E-Class ,"1,8L",187000,Automatic,Petrol
€14.500,Limassol,Honda,2018,Fit ,"1,3L",41889,Automatic,Petrol
€10.000,Limassol,Mercedes-Benz,2005,C-Class ,"2,0L",92500,Automatic,Petrol
€106.000,Limassol,BMW,2021,iX Elec,tric,11000,Automatic,Electric
€1.100                    ,Lefkosia,Toyota,1997,Cynos ,"1,5L",209000,Manual,Petrol
€14.800,Limassol,Ford,2016,Galaxy ,"2,0L",170000,Automatic,Diesel
€10.700,Limassol,Ford,2015,Fiesta ,"1,0L",40000,Automatic,Petrol
€25.400,Limassol,Mazda,2018,CX-5 ,"2,0L",36600,Automatic,Petrol
€3.500,Lefkosia,Suzuki,2001,Grand Vitara ,"1,6L",84417,Manual,Petrol
€7.400,Larnaca,Honda,2008,CRV ,"2,0L",255000,Manual,Diesel
€1.000,Limassol,Renault,2003,Clio ,"1,6L",194000,Manual,Petrol
€13.300,Lefkosia,BMW,2011,X1 ,"2,0L",189000,Automatic,Petrol
€9.000,Limassol,Citroen,2015,C3 ,"1,2L",126000,Manual,Petrol
€10.500,Limassol,Mitsubishi,2000,Pajero ,"3,2L",300000,Automatic,Diesel
€3.400,Limassol,Volkswagen,2000,Golf ,"1,8L",150000,Manual,Petrol
€25.000,Lefkosia,Mercedes-Benz,2014,E-Class ,"2,1L",78000,Automatic,Diesel
€40.000,Limassol,Volkswagen,2018,Golf ,"2,0L",33000,Automatic,Petrol
€10.800,Larnaca,Land,2008,Rover Range Rover ,"2,8L",271000,Automatic,Diesel
€41.550,Limassol,Mercedes-Benz,2017,C-Class ,"3,0L",70000,Automatic,Petrol
€2.300,Larnaca,BMW,2001,3-Series ,"1,9L",122000,Manual,Petrol
€6.500,Limassol,BMW,2005,3-Series ,"2,0L",118000,Automatic,Petrol
€3.500,Lefkosia,Mazda,2005,3 ,"1,6L",210000,Manual,Petrol
€35.900,Lefkosia,BMW,2015,X5 ,"3,0L",83000,Automatic,Diesel
€9.450,Limassol,Nissan,2017,March ,"1,2L",8534,Automatic,Petrol
€4.000,Limassol,Mercedes-Benz,2000,M-Class ,"2,7L",230000,Automatic,Diesel
€25.500,Limassol,Honda,2019,Vezel ,"1,5L",25500,Automatic,Hybrid
€18.000,Larnaca,Mitsubishi,2015,L200 ,"2,5L",195000,Automatic,Diesel
€52.000,Paphos,Mercedes-Benz,2016,GLE-Class ,"3,0L",135000,Automatic,Diesel
€4.300,Paphos,"Opel,",2011,Vauxhall Insignia ,"2,0L",175000,Manual,Diesel
€13.600,Limassol,Nissan,2018,Note e-Power ,"1,2L",49000,Automatic,Hybrid
€19.500,Lefkosia,Fiat,2018,Abarth 595 ,"1,4L",25000,Manual,Petrol
€5.600,Larnaca,BMW,2007,5-Series ,"1,9L",270000,Automatic,Diesel
€35.500,Famagusta,Mercedes-Benz,2017,GLC-Class ,"2,2L",83000,Automatic,Diesel
€29.000,Limassol,BMW,2019,X2 ,"1,5L",33900,Automatic,Petrol
€14.000,Paphos,Mazda,2018,Demio ,"1,5L",74673,Automatic,Diesel
€7.500,Paphos,Suzuki,2013,Alto ,"0,6L",36587,Automatic,Petrol
€6.950,Limassol,Volkswagen,2009,Golf ,"1,4L",115000,Manual,Petrol
€9.900,Larnaca,Volvo,2012,S60 ,"2,0L",124700,Automatic,Petrol
€35.000,Limassol,Mercedes-Benz,2016,CLS-Class ,"3,0L",43000,Automatic,Diesel
€92.000,Limassol,BMW,2018,i8 ,"1,5L",35000,Automatic,Plug-In
€33.000,Lefkosia,BMW,2019,4-Series ,"2,0L",8200,Automatic,Diesel
€12.000,Lefkosia,KIA,2014,Soul ,"1,6L",149668,Manual,Diesel
€15.000,Limassol,BMW,2012,5-Series ,"2,0L",175000,Automatic,Diesel
€25.500,Larnaca,Mercedes-Benz,2016,E-Class ,"2,2L",200000,Automatic,Diesel
€19.000,Limassol,Smart,2019,Fortwo ,"0,9L",17156,Automatic,Petrol
€25.000,Limassol,Mercedes-Benz,2011,GL-Class ,"5,4L",100000,Automatic,Petrol
€3.400,Paphos,Peugeot,2010,308 ,"1,6L",325000,Automatic,Petrol
€9.000,Paphos,Suzuki,1993,Cappuccino ,"0,7L",65759,Manual,Petrol
€28.500,Paphos,Toyota,1996,Land Cruiser ,"4,5L",235242,Automatic,Petrol
€5.700,Lefkosia,Toyota,2008,Yaris ,"1,4L",162000,Automatic,Diesel
€26.000,Larnaca,Mazda,2018,CX-5 ,"2,2L",54000,Automatic,Diesel
€22.000,Limassol,Nissan,2017,X-Trail ,"2,0L",60000,Automatic,Petrol
€2.400,Larnaca,Mercedes-Benz,1992,E-Class ,"2,0L",350000,Automatic,Diesel
€12.000,Lefkosia,Volkswagen,2016,Polo ,"1,2L",88000,Manual,Petrol
€83.500,Paphos,BMW,2021,X6 ,"3,0L",46670,Automatic,Diesel
€57.000,Paphos,Audi,2017,RS5 ,"2,9L",51000,Automatic,Petrol
€6.000,Lefkosia,Audi,2009,A4 ,"1,8L",200000,Manual,Petrol
€26.000,Limassol,Mercedes-Benz,2017,E-Class ,"2,1L",185000,Automatic,Diesel
€9.300,Limassol,Ford,2017,Fiesta ,"1,0L",83873,Manual,Petrol
€21.000,Lefkosia,Honda,2019,Civic ,"1,5L",40000,Automatic,Petrol
€29.999,Limassol,BMW,2001,M3 ,"3,2L",157715,Manual,Petrol
€8.500,Lefkosia,BMW,2004,3-Series ,"2,0L",180000,Manual,Petrol
€5.400,Limassol,Peugeot,2008,207 ,"1,6L",127000,Automatic,Petrol
€7.500,Lefkosia,Mini,1979,Cooper ,"0,9L",339916,Manual,Petrol
€3.150,Lefkosia,Toyota,1998,Corona ,"2,0L",340000,Automatic,Petrol
€31.000,Limassol,Mazda,2018,CX-8 ,"2,2L",18469,Automatic,Diesel
€3.900                    ,Larnaca,Volkswagen,2007,Polo ,"1,4L",157000,Automatic,Petrol
€11.000,Lefkosia,Volkswagen,2011,Golf ,"1,4L",134000,Automatic,Petrol
€12.500,Larnaca,Nissan,2012,Qashqai ,"1,5L",115910,Manual,Diesel
€20.000,Lefkosia,Nissan,1997,GT-R ,"2,6L",50000,Manual,Petrol
€18.000,Limassol,Toyota,2014,RAV4 ,"2,0L",89000,Manual,Diesel
€25.500,Lefkosia,BMW,2014,1-Series ,"3,0L",98000,Automatic,Petrol
€45.000,Larnaca,BMW,2014,M4 ,"3,0L",89000,Automatic,Petrol
€23.500,Limassol,BMW,2012,6-Series ,"3,0L",119000,Automatic,Diesel
€4.300,Lefkosia,Volvo,2010,S40 ,"1,6L",230000,Manual,Diesel
€3.000,Larnaca,Toyota,1999,Corolla ,"1,4L",218500,Manual,Petrol
€3.300,Limassol,Mitsubishi,1994,L200 ,"2,5L",350000,Manual,Diesel
€12.000,Limassol,Volkswagen,2016,Polo ,"1,2L",59000,Automatic,Petrol
€28.500,Lefkosia,BMW,2018,3-Series ,"3,0L",51000,Automatic,Diesel
€5.200,Lefkosia,Jeep,2002,Grand Cherokee ,"2,7L",217000,Automatic,Diesel
€3.500,Larnaca,Volvo,2005,S40 ,"1,6L",144000,Manual,Petrol
€9.000,Limassol,BMW,2007,3-Series ,"2,0L",182000,Automatic,Petrol
€28.500,Lefkosia,Honda,2022,Vezel ,"1,5L",1700,Automatic,Petrol
€19.300,Lefkosia,Toyota,2018,Prius ,"1,8L",51000,Automatic,Hybrid
€24.000,Lefkosia,Nissan,2018,X-Trail ,"2,0L",45200,Automatic,Petrol
€10.500,Lefkosia,BMW,2010,X1 ,"2,0L",162000,Manual,Diesel
€20.250,Lefkosia,BMW,2014,4-Series ,"2,0L",160000,Automatic,Diesel
€31.200,Lefkosia,Honda,2022,Vezel ,"1,5L",7,Automatic,Petrol
€2.650,Paphos,Ford,2008,Fiesta ,"1,4L",137000,Manual,Petrol
€25.500,Lefkosia,Peugeot,2019,3008 ,"2,0L",139000,Automatic,Diesel
€10.700,Lefkosia,Audi,2011,A5 ,"1,8L",260000,Automatic,Petrol
€99.000,Lefkosia,Land,2019,Rover Range Rover Vogue ,"5,0L",27000,Automatic,Petrol
€12.500,Paphos,Volkswagen,2012,Tiguan ,"1,4L",189299,Manual,Petrol
€119.000,Limassol,Porsche,2021,Cayenne ,"3,0L",861,Automatic,Hybrid
€1.850,Larnaca,Renault,2004,Clio ,"1,4L",147600,Manual,Petrol
€18.500,Limassol,Jeep,2003,Wrangler ,"4,0L",74000,Manual,Petrol
€4.300,Larnaca,Mitsubishi,1995,Pajero ,"2,5L",400000,Manual,Diesel
€4.900,Lefkosia,Ford,2011,Focus ,"1,6L",187650,Automatic,Petrol
€16.000,Larnaca,Mazda,2014,CX-5 ,"2,2L",90000,Automatic,Diesel
€35.000,Limassol,Mercedes-Benz,2019,E-Class ,"2,0L",140000,Automatic,Diesel
€25.700,Paphos,Audi,2017,A6 ,"2,0L",107000,Automatic,Diesel
€12.950,Limassol,Nissan,2016,Pulsar ,"1,2L",51022,Automatic,Petrol
€14.300,Limassol,Mazda,2017,2 ,"1,5L",18750,Automatic,Diesel
€11.900           ,Lefkosia,Honda,2011,CRV ,"2,2L",236525,Manual,Diesel
€11.400,Lefkosia,Nissan,2011,NV200 ,"1,5L",128000,Manual,Diesel
€399.995,Lefkosia,Ferrari,2020,812 ,"6,5L",772,Automatic,Petrol
€19.500,Paphos,Volkswagen,2011,Touareg ,"3,0L",300000,Automatic,Diesel
€16.000,Lefkosia,Jaguar,2000,XK ,"4,0L",130000,Automatic,Petrol
€6.500,Larnaca,Toyota,2007,Auris ,"1,6L",203000,Automatic,Petrol
€18.500,Limassol,Nissan,2017,NV200 ,"1,6L",60000,Automatic,Petrol
€7.900,Lefkosia,Volkswagen,2011,Golf ,"1,4L",120000,Manual,Petrol
€16.900,Limassol,Mazda,2019,2 ,"1,5L",25112,Automatic,Diesel
€5.500,Lefkosia,Toyota,2009,Auris ,"2,0L",322546,Manual,Diesel
€7.499,Limassol,Ford,2013,Galaxy ,"2,0L",240000,Automatic,Diesel
€5.500,Limassol,Smart,2009,Fortwo ,"1,0L",150000,Automatic,Petrol
€1.400,Limassol,Honda,1995,Civic ,"1,5L",13728,Automatic,Petrol
€28.500,Lefkosia,BMW,2018,X1 ,"2,0L",44600,Automatic,Diesel
€33.500,Limassol,Jaguar,2017,F-Pace ,"2,0L",125259,Automatic,Petrol
€11.900,Limassol,Mercedes-Benz,2010,C-Class ,"2,1L",144000,Automatic,Diesel
€14.000,Larnaca,Toyota,2006,Hilux ,"2,5L",255000,Manual,Diesel
€14.500,Limassol,Fiat,2018,500 ,"1,3L",50000,Manual,Petrol
€12.500,Limassol,Audi,2008,A5 ,"2,0L",115000,Manual,Petrol
€18.500,Lefkosia,BMW,2016,3-Series ,"1,5L",83000,Automatic,Petrol
€12.900,Famagusta,Mazda,2015,Axela ,"2,2L",115000,Automatic,Diesel
€15.800,Limassol,Mazda,2018,Demio ,"1,5L",64750,Automatic,Diesel
€7.350,Lefkosia,Citroen,2008,C4 ,"1,6L",185000,Automatic,Diesel
€17.800,Limassol,Nissan,2015,X-Trail ,"1,6L",147000,Automatic,Diesel
€64.000                                                                                                                         ,Limassol,Porsche,2018,Macan ,"3,0L",38500,Automatic,Diesel
€75.000,Limassol,Porsche,2021,Macan ,"2,2L",33000,Automatic,Petrol
€4.300,Limassol,Renault,2012,Megane ,"1,6L",120000,Manual,Petrol
€31.000,Larnaca,Land,2016,Rover Discovery Sport ,"2,0L",70000,Automatic,Diesel
€4.200,Limassol,Suzuki,2007,Swift ,"1,5L",218871,Manual,Petrol
€14.500,Lefkosia,Toyota,2015,Auris ,"1,8L",112000,Automatic,Hybrid
€10.300,Lefkosia,"Opel,",2014,Vauxhall Mokka ,"1,7L",173000,Manual,Diesel
€75.000,Larnaca,Jeep,2019,Wrangler ,"3,6L",53000,Automatic,Petrol
€6.500,Larnaca,Mini,2008,Hatch ,"1,4L",90000,Automatic,Petrol
€14.600,Lefkosia,Toyota,2018,Aqua ,"1,5L",65000,Automatic,Hybrid
€19.700,Lefkosia,Mercedes-Benz,2012,CLS-Class ,"3,5L",85000,Automatic,Petrol
€25.800,Lefkosia,Audi,2008,TT ,"2,0L",240000,Automatic,Petrol
€26.000,Lefkosia,BMW,2014,6-Series ,"3,0L",150000,Automatic,Diesel
€17.499,Limassol,BMW,2011,X3 ,"2,0L",210000,Automatic,Diesel
€8.800,Limassol,"Opel,",2017,Vauxhall Corsa ,"1,4L",41000,Automatic,Petrol
€8.400           ,Lefkosia,Chevrolet,2008,Captiva ,"2,0L",239959,Automatic,Diesel
€48.000,Limassol,Land,2018,Rover Range Rover Velar ,"2,0L",82000,Automatic,Diesel
€11.500,Famagusta,Volkswagen,2016,Polo ,"1,4L",116000,Manual,Diesel
€14.000,Larnaca,Mercedes-Benz,2014,A-Class ,"1,5L",123500,Automatic,Diesel
€4.100,Lefkosia,Mercedes-Benz,1987,E-Class ,"2,5L",750000,Manual,Diesel
€25.000,Limassol,Land,2004,Rover Defender ,"2,5L",87000,Manual,Diesel
€10.500,Lefkosia,Toyota,2017,Yaris ,"1,0L",81119,Manual,Petrol
€8.000,Lefkosia,Citroen,2018,C1 ,"1,0L",86283,Manual,Petrol
from €35.400           New to order,Lefkosia,Nissan,2022,Qashqai N-Connecta Dynamic 2-tone ,"1,3L",0,Automatic,Petrol
from €36.400           New to order,Lefkosia,Nissan,2022,Qashqai Tekna-Premium ,"1,3L",0,Automatic,Petrol
from €34.900           New to order,Lefkosia,Nissan,2022,Qashqai N-Connecta-Dynamic ,"1,3L",0,Automatic,Petrol
from €25.000           New to order,Lefkosia,Nissan,2022,Juke N-Connecta ,"1,0L",0,Automatic,Petrol
from €27.500           New to order,Lefkosia,Nissan,2022,Juke N-Design 2-tone ,"1,0L",0,Automatic,Petrol
from €25.500           New to order,Lefkosia,Nissan,2022,Juke N-Connecta 2-tone ,"1,0L",0,Automatic,Petrol
from €24.000           New to order,Lefkosia,Nissan,2022,Juke Acenta + ,"1,0L",0,Automatic,Petrol
from €38.400           New to order,Lefkosia,Nissan,2022,Qashqai Tekna+ -Luxury ,"1,3L",0,Automatic,Petrol
€15.300,Limassol,Isuzu,2005,Pick-up ,"2,5L",205000,Manual,Diesel
€1.500,Lefkosia,Mitsubishi,1998,Mirage ,"6,4L",318089,Automatic,Petrol
from €20.000           New to order,Lefkosia,Renault,2022,Clio Equilibre ,"1,0L",0,Automatic,Petrol
€27.000           New to order,Lefkosia,Renault,2022,Clio E-TECH Hybrid 145hp A/T ,"1,6L",0,Automatic,Hybrid
€24.000           New to order,Lefkosia,Dacia,2022,Duster Prestige ,"1,5L",0,Manual,Diesel
from €23.000           New to order,Lefkosia,Dacia,2022,Duster Comfort ,"1,5L",0,Manual,Diesel
from €22.900           New to order,Lefkosia,Dacia,2022,Duster Prestige ,"1,3L",0,Automatic,Petrol
from €21.900           New to order,Lefkosia,Dacia,2022,Duster Comfort ,"1,3L",0,Automatic,Petrol
from €19.500           New to order,Lefkosia,Renault,2022,Clio Evolution ,"1,0L",0,Manual,Petrol
from €21.000           New to order,Lefkosia,Renault,2022,Clio Evolution ,"1,0L",0,Automatic,Petrol
€26.000           New to order,Lefkosia,Renault,2022,Clio E-TECH Hybrid 145hp A/T ,"1,6L",0,Automatic,Hybrid
from €36.500           New to order,Lefkosia,Renault,2022,Captur E-TECH PLUG IN HYBRID ,"1,6L",0,Automatic,Hybrid
from €26.900           New to order,Lefkosia,Renault,2022,Captur TECHNO TCE140 Auto ,"1,3L",0,Automatic,Petrol
from €28.500           New to order,Lefkosia,Renault,2022,Captur RS LINE TCE140 Auto ,"1,3L",0,Automatic,Petrol
from €19.900           New to order,Lefkosia,Dacia,2022,Duster Prestige ,"1,0L",0,Manual,Petrol
from €18.900           New to order,Lefkosia,Dacia,2022,Duster Comfort ,"1,0L",0,Manual,Petrol
€33.400           New to order,Lefkosia,Renault,2022,Arkana Techno Hybrid ,"1,6L",0,Automatic,Hybrid
from €32.400           New to order,Lefkosia,Renault,2022,Arkana RS LINE ,"1,3L",0,Automatic,Petrol
€34.900           New to order,Lefkosia,Renault,2022,Arkana E-TECH Hybrid ,"1,6L",0,Automatic,Hybrid
€31.900           New to order,Lefkosia,Renault,2022,Arkana Evolution Hybrid ,"1,6L",0,Automatic,Hybrid
from €19.900           New to order,Lefkosia,Dacia,2022,Stepway Prestige ,"1,0L",0,Automatic,Petrol
from €18.900           New to order,Lefkosia,Dacia,2022,Stepway Comfort ,"1,0L",0,Automatic,Petrol
from €16.300           New to order,Lefkosia,Dacia,2022,Sandero Comfort ,"1,0L",0,Manual,Petrol
from €22.200           New to order,Lefkosia,Dacia,2022,Jogger Extreme ,"1,0L",0,Manual,Petrol
from €30.900           New to order,Lefkosia,Renault,2022,Arkana Techno ,"1,3L",0,Automatic,Petrol
€5.900,Limassol,Renault,2011,Fluence ,"1,6L",104000,Automatic,Petrol
€2.500,Lefkosia,Mercedes-Benz,2003,M-Class ,"2,7L",124000,Automatic,Diesel
€5.500,Lefkosia,BMW,1999,3-Series ,"1,8L",20000,Manual,Petrol
€9.500,Larnaca,Audi,2010,A5 ,"2,0L",194000,Automatic,Petrol
€6.900,Paphos,Peugeot,2014,208 ,"1,2L",143000,Automatic,Petrol
€35.000,Lefkosia,Mercedes-Benz,2018,GLC-Class ,"2,0L",52000,Automatic,Petrol
€2.500,Lefkosia,"Opel,",2004,Vauxhall Astra ,"2,2L",50000,Automatic,Petrol
€8.500,Larnaca,BMW,1997,Z3 ,"2,8L",140873,Manual,Petrol
€4.700,Lefkosia,Chevrolet,2008,Captiva ,"2,0L",130000,Automatic,Diesel
€13.400,Lefkosia,Mazda,2018,Demio ,"1,3L",69000,Automatic,Petrol
€2.400,Larnaca,"Opel,",2003,Vauxhall Vectra ,"1,8L",143139,Manual,Petrol
€16.500,Limassol,Toyota,2010,Hilux ,"3,0L",260000,Manual,Diesel
€5.500,Lefkosia,Alfa,2009,Romeo MiTo ,"1,3L",125000,Manual,Diesel
€6.000,Limassol,Ford,2007,Focus ,"1,6L",86000,Manual,Petrol
€7.900,Famagusta,BMW,2008,3-Series ,"1,8L",180000,Automatic,Petrol
€18.000,Limassol,BMW,2013,5-Series ,"2,0L",132000,Automatic,Diesel
€15.900,Limassol,Mercedes-Benz,2014,E-Class ,"2,2L",167000,Automatic,Diesel
€2.200,Lefkosia,Ford,2006,Focus ,"1,5L",133000,Manual,Petrol
€10.800,Larnaca,Land,2008,Rover Freelander ,"2,1L",92000,Automatic,Diesel
€6.500,Lefkosia,Mercedes-Benz,1990,190 ,"2,5L",250000,Manual,Diesel
€5.450,Larnaca,Chevrolet,2008,Captiva ,"2,0L",292000,Automatic,Diesel
€90.000,Lefkosia,Porsche,2008,911 ,"3,6L",130000,Automatic,Petrol
€25.000,Paphos,Audi,2017,A3 ,"1,4L",83000,Automatic,Petrol
€30.500,Lefkosia,Porsche,2012,Cayenne ,"3,0L",178000,Automatic,Diesel
€22.900,Paphos,Toyota,2018,C-HR ,"1,8L",80000,Automatic,Hybrid
€5.500,Lefkosia,Ford,2010,Fiesta ,"1,4L",220000,Manual,Petrol
€4.500,Limassol,Ford,2009,Focus ,"1,3L",157000,Manual,Petrol
€8.500,Lefkosia,BMW,2010,3-Series ,"1,6L",170000,Automatic,Petrol
€3.400,Paphos,"Opel,",2008,Vauxhall Astra ,"1,6L",286000,Automatic,Petrol
€16.000,Limassol,Nissan,2016,Qashqai ,"1,6L",185000,Automatic,Diesel
€800,Limassol,Mitsubishi,1991,Lancer ,"1,5L",440000,Manual,Petrol
€13.500,Paphos,Mercedes-Benz,2011,C-Class ,"1,6L",150000,Automatic,Petrol
€6.600,Lefkosia,Jeep,1996,Grand Cherokee ,"4,0L",330000,Automatic,Petrol
€25.000,Lefkosia,Mercedes-Benz,2016,C-Class ,"2,2L",220000,Automatic,Diesel
€1.350,Larnaca,Seat,2002,Toledo ,"1,6L",1111111111,Automatic,Petrol
€3.800,Limassol,Suzuki,1999,Grand Vitara ,"1,6L",190000,Manual,Petrol
€3.750,Limassol,Volkswagen,2009,Polo ,"1,4L",240000,Manual,Diesel
€10.490,Limassol,Subaru,2003,Legacy ,"2,0L",81000,Automatic,Petrol
€22.500,Lefkosia,Mercedes-Benz,2014,E-Class ,"2,1L",90000,Automatic,Diesel
€37.500,Limassol,Mercedes-Benz,2018,GLC-Class ,"2,2L",94000,Automatic,Diesel
€12.900,Paphos,Volkswagen,2012,Golf ,"1,2L",117672,Automatic,Petrol
€6.500,Limassol,Volkswagen,2010,Scirocco ,"1,4L",260000,Manual,Petrol
€12.600,Larnaca,Mazda,2017,Premacy ,"2,0L",85000,Automatic,Petrol
€3.000,Limassol,Mazda,2002,6 ,"2,0L",120000,Manual,Petrol
€13.500,Limassol,Mazda,2018,Demio ,"1,3L",64000,Automatic,Petrol
€3.700,Famagusta,Isuzu,1996,Trooper ,"3,1L",361000,Automatic,Diesel
€4.000,Paphos,Mercedes-Benz,1991,190 ,"2,0L",200978,Automatic,Petrol
€25.900,Lefkosia,Nissan,2018,X-Trail ,"2,0L",37000,Automatic,Hybrid
€17.900,Lefkosia,BMW,2014,5-Series ,"2,0L",199000,Automatic,Diesel
€24.900,Lefkosia,Toyota,2021,Yaris ,"1,5L",4900,Automatic,Petrol
€6.700,Lefkosia,Smart,2012,Fortwo ,"1,0L",105000,Automatic,Petrol
€2.500,Larnaca,Peugeot,2005,1007 ,"1,6L",95000,Automatic,Petrol
€16.000,Larnaca,Honda,2017,HR-V ,"1,6L",75000,Manual,Diesel
€14.500,Famagusta,Nissan,2013,Juke ,"1,6L",175000,Manual,Petrol
€8.900,Lefkosia,Suzuki,2010,Grand Vitara ,"2,0L",230000,Automatic,Petrol
€41.900,Lefkosia,Mercedes-Benz,2019,GLC-Class ,"2,0L",62900,Automatic,Petrol
€25.900,Lefkosia,KIA,2018,Sportage ,"1,6L",48000,Automatic,Diesel
€17.800,Limassol,Mitsubishi,2013,L200 ,"2,5L",94000,Automatic,Diesel
€10.600,Larnaca,Mazda,2016,Demio ,"1,3L",100000,Automatic,Petrol
€4.200,Lefkosia,Mitsubishi,2002,L200 ,"2,5L",500000,Manual,Diesel
€4.500,Limassol,BMW,2007,2-Series ,"1,6L",185291,Automatic,Petrol
€6.500,Limassol,Toyota,2007,Corolla ,"1,5L",200000,Automatic,Petrol
€8.000,Lefkosia,Alfa,1996,Romeo Spider ,"2,0L",70956,Manual,Petrol
€800,Larnaca,Renault,2003,Megane ,"1,4L",254000,Automatic,Petrol
€9.000,Lefkosia,Mazda,2012,3 ,"1,6L",175000,Manual,Petrol
€42.500,Limassol,Land,2015,Rover Range Rover Sport ,"3,0L",140000,Automatic,Diesel
€59.000                    ,Limassol,Audi,2018,RS5 ,"2,9L",50000,Automatic,Petrol
